RAOPeriodOrFreq,RAOSurgeAmp,RAOSurgePhase,RAOSwayAmp,RAOSwayPhase,RAOHeaveAmp,RAOHeavePhase,RAORollAmp,RAORollPhase,RAOPitchAmp,RAOPitchPhase,RAOYawAmp,RAOYawPhase,dir
5.107,0.035,-176.054,0.006,-140.184,0.023,7.274,0.04,-83.404,0.067,-179.338,0.027,138.839,-160.0
4.985,0.031,161.565,0.002,82.924,0.022,-23.316,0.048,-83.121,0.056,162.789,0.026,140.988,-160.0
4.872,0.028,137.605,0.008,52.714,0.022,-49.532,0.048,-83.962,0.044,141.042,0.021,141.753,-160.0
4.767,0.025,111.463,0.012,46.07,0.021,-70.79,0.041,-85.945,0.034,111.153,0.013,141.901,-160.0
4.668,0.023,83.625,0.014,40.535,0.02,-89.643,0.028,-90.341,0.03,74.67,0.004,145.218,-160.0
4.575,0.022,56.233,0.013,33.818,0.017,-108.849,0.013,-104.525,0.032,43.829,0.005,-49.979,-160.0
4.488,0.021,30.617,0.01,23.33,0.013,-132.244,0.006,158.877,0.034,21.707,0.011,-49.856,-160.0
4.405,0.02,7.546,0.006,2.579,0.011,-162.72,0.017,114.447,0.034,4.787,0.014,-52.639,-160.0
4.327,0.019,-14.863,0.004,-46.024,0.01,162.291,0.026,104.664,0.03,-11.004,0.014,-56.613,-160.0
4.253,0.017,-38.6,0.005,-100.524,0.01,131.944,0.03,98.683,0.023,-29.998,0.012,-62.762,-160.0
4.182,0.015,-64.252,0.007,-126.142,0.011,110.062,0.029,93.01,0.017,-57.574,0.007,-74.097,-160.0
4.115,0.013,-93.393,0.008,-141.381,0.01,91.84,0.025,85.754,0.014,-98.859,0.003,-108.2,-160.0
4.051,0.012,-122.91,0.008,-154.739,0.009,73.781,0.018,73.951,0.016,-136.171,0.003,156.607,-160.0
3.99,0.012,-149.861,0.007,-170.292,0.007,52.263,0.011,48.491,0.018,-159.067,0.007,126.714,-160.0
3.932,0.012,-174.681,0.005,167.83,0.005,20.898,0.008,-8.498,0.019,-175.79,0.009,113.396,-160.0
3.876,0.011,162.312,0.004,134.056,0.005,-18.009,0.012,-51.789,0.017,169.217,0.009,102.096,-160.0
3.822,0.01,138.399,0.004,91.587,0.005,-50.114,0.016,-70.545,0.013,151.778,0.008,88.791,-160.0
3.771,0.009,111.2,0.005,58.562,0.006,-73.515,0.019,-82.048,0.009,124.377,0.006,69.35,-160.0
3.722,0.008,81.658,0.006,36.408,0.006,-92.048,0.019,-91.816,0.008,81.937,0.005,35.512,-160.0
3.674,0.008,51.604,0.006,18.635,0.005,-110.153,0.016,-102.398,0.009,42.647,0.004,-13.465,-160.0
3.629,0.008,23.428,0.005,1.033,0.004,-132.633,0.012,-116.828,0.01,17.44,0.006,-48.893,-160.0
3.584,0.007,-1.564,0.005,-19.933,0.003,-163.553,0.008,-142.196,0.011,-0.047,0.007,-69.916,-160.0
3.542,0.007,-25.511,0.004,-48.139,0.003,158.8,0.006,170.697,0.01,-15.862,0.008,-85.741,-160.0
3.501,0.007,-50.771,0.003,-83.415,0.003,125.482,0.008,128.193,0.008,-34.738,0.007,-101.19,-160.0
3.461,0.006,-78.059,0.004,-116.486,0.004,101.034,0.011,106.419,0.006,-61.899,0.006,-120.087,-160.0
3.423,0.006,-107.231,0.004,-141.507,0.004,81.096,0.012,93.105,0.005,-100.72,0.005,-147.204,-160.0
3.386,0.005,-136.512,0.004,-161.083,0.003,61.163,0.012,82.166,0.006,-138.918,0.004,175.453,-160.0
3.35,0.005,-163.582,0.004,-179.293,0.003,37.889,0.01,70.438,0.007,-165.529,0.005,139.769,-160.0
3.315,0.005,171.411,0.004,160.252,0.002,8.521,0.008,53.646,0.007,174.695,0.006,114.569,-160.0
3.282,0.005,147.007,0.003,134.105,0.002,-25.638,0.005,21.4,0.007,156.383,0.006,95.92,-160.0
3.249,0.005,122.086,0.003,101.084,0.002,-57.169,0.005,-29.818,0.006,135.879,0.006,79.061,-160.0
3.217,0.005,95.849,0.003,67.761,0.002,-82.774,0.006,-63.707,0.005,109.74,0.005,60.099,-160.0
3.186,0.004,68.38,0.003,41.271,0.003,-104.84,0.008,-81.207,0.004,76.478,0.004,34.733,-160.0
3.156,0.004,40.993,0.003,20.446,0.002,-126.28,0.008,-93.239,0.004,42.194,0.004,0.085,-160.0
3.127,0.004,14.802,0.003,1.468,0.002,-149.506,0.007,-104.728,0.005,13.944,0.004,-35.971,-160.0
3.099,0.004,-10.113,0.003,-19.122,0.002,-176.259,0.006,-119.857,0.005,-8.888,0.004,-63.479,-160.0
3.071,0.004,-34.24,0.002,-44.798,0.002,153.802,0.004,-146.696,0.005,-29.445,0.004,-84.092,-160.0
3.045,0.004,-58.352,0.002,-77.412,0.002,123.91,0.003,165.558,0.005,-50.469,0.004,-102.271,-160.0
3.018,0.004,-83.211,0.002,-111.326,0.002,96.989,0.004,125.251,0.004,-74.406,0.004,-121.724,-160.0
2.993,0.004,-109.048,0.002,-139.246,0.002,73.162,0.005,103.867,0.004,-102.83,0.003,-146.411,-160.0
2.968,0.004,-135.366,0.002,-161.52,0.002,50.91,0.005,89.749,0.003,-134.309,0.003,-179.16,-160.0
2.944,0.003,-161.364,0.002,178.594,0.002,28.365,0.005,76.847,0.004,-164.12,0.003,145.405,-160.0
2.92,0.003,173.563,0.002,157.758,0.002,3.8,0.004,60.968,0.004,170.425,0.003,116.294,-160.0
2.897,0.003,149.489,0.002,132.675,0.001,-23.623,0.003,35.614,0.004,148.324,0.003,93.759,-160.0
2.874,0.003,125.882,0.001,101.67,0.001,-52.766,0.002,-7.268,0.004,127.309,0.003,74.249,-160.0
2.852,0.003,102.008,0.001,68.477,0.001,-80.805,0.003,-49.592,0.003,105.011,0.003,54.319,-160.0
2.831,0.003,77.26,0.002,39.264,0.001,-106.046,0.003,-74.995,0.003,79.301,0.003,30.624,-160.0
2.81,0.003,51.63,0.002,15.229,0.001,-128.979,0.004,-92.048,0.003,49.54,0.002,0.883,-160.0
2.789,0.003,25.703,0.002,-6.003,0.001,-151.207,0.003,-107.198,0.003,18.77,0.002,-32.61,-160.0
2.769,0.003,0.352,0.001,-27.317,0.001,-174.525,0.003,-124.531,0.003,-8.786,0.002,-63.342,-160.0
2.749,0.003,-23.955,0.001,-51.288,0.001,159.626,0.002,-149.058,0.003,-32.331,0.002,-88.606,-160.0
2.73,0.003,-47.387,0.001,-79.42,0.001,131.202,0.002,173.328,0.003,-53.634,0.002,-110.253,-160.0
2.711,0.002,-70.63,0.001,-110.607,0.001,102.369,0.002,131.368,0.003,-75.077,0.002,-131.151,-160.0
2.693,0.002,-94.469,0.001,-140.876,0.001,75.746,0.002,101.381,0.002,-99.039,0.002,-153.93,-160.0
2.674,0.002,-119.326,0.001,-167.391,0.001,51.921,0.002,80.448,0.002,-127.209,0.002,179.295,-160.0
2.657,0.002,-144.985,0.001,169.351,0.001,29.676,0.003,62.686,0.002,-158.359,0.002,148.225,-160.0
2.639,0.002,-170.658,0.001,147.363,0.001,7.115,0.002,44.301,0.002,172.23,0.002,116.271,-160.0
2.622,0.002,164.528,0.001,124.51,0.001,-17.569,0.002,21.655,0.002,147.137,0.002,87.827,-160.0
2.605,0.002,140.764,0.001,99.118,0.001,-45.328,0.002,-9.57,0.002,125.31,0.002,63.627,-160.0
2.589,0.002,117.521,0.001,70.362,0.001,-74.726,0.001,-48.12,0.002,104.193,0.002,41.705,-160.0
2.573,0.002,94.008,0.001,39.923,0.001,-102.691,0.002,-82.234,0.002,81.274,0.002,19.776,-160.0
2.557,0.002,69.531,0.001,11.274,0.001,-127.64,0.002,-107.244,0.002,54.252,0.001,-4.441,-160.0
2.541,0.002,43.946,0.001,-13.901,0.001,-150.347,0.002,-127.005,0.001,23.091,0.001,-32.808,-160.0
2.526,0.002,17.803,0.001,-36.433,0.001,-172.661,0.002,-145.4,0.002,-7.947,0.001,-64.455,-160.0
2.511,0.002,-7.89,0.001,-58.273,0.001,163.303,0.002,-165.573,0.002,-34.613,0.001,-94.931,-160.0
2.496,0.002,-32.571,0.001,-81.425,0.001,136.014,0.002,169.089,0.002,-57.297,0.001,-121.023,-160.0
2.482,0.002,-56.497,0.001,-107.688,0.001,106.127,0.001,135.973,0.002,-78.46,0.001,-143.469,-160.0
2.468,0.001,-80.379,0.001,-137.012,0.001,76.8,0.001,99.97,0.001,-100.769,0.001,-164.533,-160.0
2.454,0.001,-105.038,0.001,-166.472,0.001,50.745,0.002,70.688,0.001,-127.051,0.001,173.21,-160.0
2.44,0.001,-130.852,0.001,167.1,0.001,27.406,0.002,48.464,0.001,-158.023,0.001,147.309,-160.0
2.426,0.001,-157.446,0.001,144.008,0.001,4.881,0.002,29.633,0.001,170.073,0.001,117.02,-160.0
2.413,0.001,176.024,0.001,122.605,0.001,-18.987,0.002,10.96,0.001,142.042,0.001,85.828,-160.0
2.4,0.001,150.293,0.001,100.736,0.0,-45.93,0.002,-10.705,0.001,118.327,0.001,58.354,-160.0
2.387,0.001,125.36,0.001,76.244,0.0,-75.769,0.001,-38.619,0.001,96.549,0.001,35.127,-160.0
2.374,0.001,100.675,0.001,48.269,0.0,-105.655,0.001,-72.65,0.001,74.037,0.001,14.098,-160.0
62.832,5.922,-90.268,3.415,-90.152,0.978,-0.014,0.202,-85.891,0.351,91.86,0.796,179.623,-150.0
42.032,3.845,-90.401,2.214,-90.218,0.95,0.006,0.299,-83.756,0.519,92.813,0.785,179.442,-150.0
31.578,2.769,-90.528,1.59,-90.292,0.911,0.046,0.391,-81.5,0.68,93.803,0.769,179.28,-150.0
25.289,2.096,-90.599,1.199,-90.343,0.858,0.056,0.476,-79.026,0.832,94.894,0.747,179.121,-150.0
21.088,1.625,-90.522,0.925,-90.341,0.791,-0.147,0.555,-76.237,0.971,96.138,0.72,178.964,-150.0
18.085,1.27,-90.194,0.719,-90.213,0.712,-0.934,0.625,-72.909,1.095,97.649,0.686,178.771,-150.0
15.83,0.984,-89.517,0.556,-89.843,0.624,-2.734,0.685,-68.657,1.197,99.567,0.645,178.491,-150.0
14.075,0.744,-88.478,0.421,-89.02,0.535,-6.012,0.734,-62.618,1.267,101.999,0.599,178.065,-150.0
12.671,0.537,-87.229,0.305,-87.493,0.452,-11.034,0.772,-52.572,1.292,104.91,0.547,177.493,-150.0
11.521,0.361,-86.195,0.199,-85.716,0.376,-17.905,0.776,-30.693,1.259,108.035,0.49,176.855,-150.0
10.562,0.217,-85.918,0.12,-94.984,0.309,-26.882,0.458,37.812,1.165,110.875,0.424,175.912,-150.0
9.751,0.106,-86.639,0.084,-86.501,0.251,-38.654,0.258,-143.414,1.019,112.916,0.362,174.183,-150.0
9.049,0.025,-86.058,0.036,-50.165,0.206,-54.154,0.366,-104.633,0.831,113.625,0.295,173.41,-150.0
8.323,0.037,81.623,0.041,35.785,0.174,-76.375,0.331,-89.083,0.576,110.9,0.207,173.264,-150.0
7.759,0.064,75.178,0.064,55.094,0.159,-94.971,0.246,-80.484,0.36,99.81,0.127,174.666,-150.0
7.305,0.071,64.156,0.073,60.553,0.143,-108.735,0.152,-72.367,0.229,74.631,0.058,-178.207,-150.0
6.931,0.068,49.401,0.069,62.679,0.119,-120.867,0.07,-57.091,0.188,41.86,0.016,-105.68,-150.0
6.614,0.063,32.167,0.055,63.385,0.092,-134.74,0.026,22.455,0.184,17.162,0.043,-37.097,-150.0
6.342,0.057,13.509,0.037,63.657,0.067,-153.429,0.058,78.071,0.177,0.629,0.066,-30.175,-150.0
6.105,0.05,-6.426,0.018,66.014,0.05,-179.507,0.084,87.451,0.157,-12.434,0.075,-28.918,-150.0
5.894,0.043,-28.094,0.003,145.156,0.042,149.436,0.092,90.121,0.126,-25.39,0.07,-29.483,-150.0
5.706,0.038,-51.946,0.014,-137.827,0.04,121.982,0.086,90.394,0.092,-41.681,0.057,-31.186,-150.0
5.535,0.033,-78.136,0.024,-137.215,0.04,101.288,0.07,89.083,0.063,-66.832,0.038,-33.746,-150.0
5.38,0.031,-105.759,0.028,-140.382,0.037,84.679,0.048,85.855,0.049,-105.107,0.018,-36.732,-150.0
5.238,0.03,-132.246,0.027,-145.646,0.031,68.815,0.024,77.79,0.051,-141.391,0.001,111.659,-150.0
5.107,0.03,-155.637,0.023,-153.414,0.024,50.086,0.005,-0.726,0.057,-164.31,0.016,133.002,-150.0
4.985,0.029,-176.526,0.017,-165.442,0.017,23.422,0.02,-82.542,0.058,-179.631,0.027,128.705,-150.0
4.872,0.027,163.489,0.01,171.458,0.014,-12.874,0.034,-91.802,0.053,167.613,0.032,123.562,-150.0
4.767,0.024,142.339,0.006,114.797,0.015,-47.012,0.043,-96.855,0.042,153.796,0.032,117.344,-150.0
4.668,0.02,118.105,0.01,60.84,0.016,-71.452,0.046,-100.81,0.03,133.721,0.028,109.378,-150.0
4.575,0.018,90.775,0.014,38.568,0.016,-89.017,0.043,-104.496,0.02,100.069,0.02,98.149,-150.0
4.488,0.016,60.274,0.016,25.199,0.015,-105.169,0.036,-108.503,0.019,54.136,0.012,77.507,-150.0
4.405,0.016,31.955,0.017,13.573,0.012,-122.749,0.025,-113.77,0.023,21.902,0.007,17.331,-150.0
4.327,0.016,7.391,0.015,1.098,0.009,-144.741,0.013,-124.365,0.025,2.888,0.011,-42.615,-150.0
4.253,0.016,-15.8,0.012,-14.607,0.007,-177.539,0.004,159.856,0.025,-12.369,0.016,-63.405,-150.0
4.182,0.015,-37.592,0.009,-38.291,0.007,144.681,0.012,87.23,0.023,-26.717,0.02,-75.767,-150.0
4.115,0.014,-60.945,0.007,-76.941,0.007,113.575,0.02,77.642,0.018,-43.655,0.02,-86.917,-150.0
4.051,0.012,-87.001,0.008,-118.923,0.008,89.777,0.024,73.135,0.013,-68.47,0.018,-99.394,-150.0
3.99,0.011,-114.606,0.01,-146.381,0.008,70.554,0.025,69.57,0.011,-103.701,0.014,-116.036,-150.0
3.932,0.011,-143.522,0.011,-165.215,0.007,51.887,0.023,66.033,0.01,-143.387,0.01,-144.113,-150.0
3.876,0.011,-171.236,0.011,178.692,0.006,31.367,0.018,61.721,0.012,-174.687,0.008,170.667,-150.0
3.822,0.011,163.45,0.01,162.253,0.005,7.546,0.012,54.762,0.013,163.208,0.01,131.947,-150.0
3.771,0.011,139.421,0.009,142.31,0.004,-21.98,0.005,34.974,0.013,145.184,0.013,108.189,-150.0
3.722,0.01,115.942,0.007,116.023,0.004,-56.138,0.003,-63.69,0.013,128.193,0.014,90.832,-150.0
3.674,0.01,92.224,0.007,83.819,0.004,-87.724,0.008,-99.338,0.011,110.091,0.014,74.736,-150.0
3.629,0.009,67.261,0.007,52.219,0.005,-113.198,0.011,-109.405,0.009,87.633,0.013,57.046,-150.0
3.584,0.009,40.804,0.007,26.137,0.005,-134.236,0.012,-115.928,0.007,56.594,0.011,35.507,-150.0
3.542,0.009,13.797,0.008,4.142,0.005,-153.353,0.012,-121.795,0.007,18.771,0.01,8.244,-150.0
3.501,0.009,-12.451,0.008,-16.212,0.004,-172.986,0.01,-128.296,0.007,-13.817,0.009,-23.073,-150.0
3.461,0.009,-37.293,0.007,-36.667,0.004,164.288,0.008,-136.842,0.008,-37.425,0.009,-53.092,-150.0
3.423,0.009,-60.829,0.007,-58.771,0.003,136.369,0.005,-150.753,0.009,-55.905,0.01,-78.897,-150.0
3.386,0.008,-83.758,0.006,-83.592,0.003,104.533,0.002,170.683,0.008,-72.83,0.01,-101.038,-150.0
3.35,0.008,-107.005,0.005,-111.056,0.003,74.422,0.002,86.768,0.008,-91.035,0.01,-121.245,-150.0
3.315,0.008,-131.209,0.005,-139.529,0.003,49.391,0.004,58.642,0.006,-113.479,0.01,-141.285,-150.0
3.282,0.007,-156.405,0.005,-166.579,0.003,28.264,0.005,46.712,0.005,-142.747,0.009,-162.721,-150.0
3.249,0.007,177.956,0.006,169.125,0.003,8.61,0.006,38.599,0.005,-176.588,0.008,172.924,-150.0
3.217,0.007,152.76,0.006,147.049,0.003,-11.723,0.006,31.81,0.005,152.974,0.007,144.948,-150.0
3.186,0.007,128.481,0.005,125.805,0.003,-34.481,0.005,25.174,0.006,128.951,0.007,115.379,-150.0
3.156,0.007,105.004,0.005,103.842,0.002,-60.691,0.003,16.714,0.006,108.992,0.008,88.091,-150.0
3.127,0.007,81.898,0.005,79.658,0.002,-89.37,0.001,-4.744,0.006,90.435,0.008,64.523,-150.0
3.099,0.006,58.604,0.004,52.546,0.002,-117.528,0.001,-121.29,0.006,71.168,0.008,43.547,-150.0
3.071,0.006,34.645,0.004,24.095,0.002,-142.936,0.002,-149.796,0.005,49.2,0.008,23.377,-150.0
3.045,0.006,9.857,0.004,-2.814,0.002,-165.553,0.003,-159.059,0.004,22.851,0.007,2.078,-150.0
3.018,0.005,-15.479,0.004,-26.98,0.002,173.432,0.004,-165.75,0.004,-7.48,0.006,-22.178,-150.0
2.993,0.005,-40.835,0.004,-49.038,0.002,152.546,0.003,-172.342,0.004,-37.657,0.006,-49.992,-150.0
2.968,0.005,-65.606,0.004,-70.358,0.002,130.309,0.003,179.378,0.004,-63.703,0.006,-79.062,-150.0
2.944,0.005,-89.639,0.004,-92.526,0.002,105.452,0.002,165.031,0.004,-85.518,0.006,-106.101,-150.0
2.92,0.005,-113.21,0.004,-116.858,0.002,77.808,0.001,119.606,0.004,-105.013,0.006,-129.974,-150.0
2.897,0.005,-136.834,0.003,-143.56,0.002,49.312,0.001,37.32,0.004,-124.326,0.006,-151.484,-150.0
2.874,0.004,-161.09,0.003,-171.265,0.002,22.755,0.002,12.298,0.004,-145.676,0.006,-172.267,-150.0
2.852,0.004,173.678,0.003,162.086,0.002,-0.879,0.003,-0.064,0.003,-171.303,0.005,165.948,-150.0
2.831,0.004,147.68,0.003,137.63,0.002,-22.479,0.003,-9.883,0.003,158.404,0.005,141.703,-150.0
2.81,0.004,121.691,0.004,115.115,0.002,-43.672,0.003,-19.778,0.003,127.47,0.005,114.507,-150.0
2.789,0.004,96.317,0.003,93.377,0.001,-66.206,0.002,-31.744,0.003,100.64,0.004,85.69,-150.0
2.769,0.004,71.732,0.003,71.093,0.001,-91.489,0.002,-49.951,0.003,78.241,0.004,58.002,-150.0
2.749,0.004,47.665,0.003,47.134,0.001,-119.597,0.001,-87.126,0.003,58.185,0.005,33.153,-150.0
2.73,0.003,23.472,0.003,20.992,0.001,-148.427,0.001,-144.46,0.003,38.153,0.005,10.751,-150.0
2.711,0.003,-1.439,0.003,-6.525,0.001,-175.256,0.002,-177.015,0.003,15.963,0.005,-10.603,-150.0
2.693,0.003,-27.22,0.003,-33.508,0.001,160.71,0.002,166.491,0.002,-10.211,0.004,-32.544,-150.0
2.674,0.003,-53.526,0.003,-58.49,0.001,138.469,0.003,155.053,0.002,-40.296,0.004,-56.57,-150.0
2.657,0.003,-79.75,0.003,-81.465,0.001,116.48,0.002,144.835,0.002,-70.691,0.004,-83.452,-150.0
2.639,0.003,-105.341,0.003,-103.45,0.001,93.211,0.002,133.373,0.002,-97.618,0.003,-112.121,-150.0
2.622,0.003,-130.165,0.003,-125.736,0.001,67.551,0.002,116.986,0.002,-120.817,0.004,-139.856,-150.0
2.605,0.003,-154.542,0.002,-149.482,0.001,39.605,0.001,86.477,0.002,-141.916,0.004,-164.871,-150.0
2.589,0.003,-178.929,0.002,-175.227,0.001,11.096,0.001,35.631,0.002,-162.821,0.004,172.524,-150.0
2.573,0.003,156.273,0.002,157.751,0.001,-15.668,0.001,-1.291,0.002,174.551,0.004,150.926,-150.0
2.557,0.003,130.901,0.002,131.136,0.001,-39.974,0.002,-20.684,0.002,148.738,0.004,128.834,-150.0
2.541,0.003,105.134,0.002,106.134,0.001,-62.524,0.002,-33.728,0.002,119.613,0.003,104.993,-150.0
2.526,0.003,79.482,0.002,82.811,0.001,-84.769,0.002,-45.137,0.002,90.014,0.003,78.959,-150.0
2.511,0.003,54.337,0.002,60.308,0.001,-108.026,0.002,-57.603,0.002,63.094,0.003,51.649,-150.0
2.496,0.003,29.836,0.002,37.617,0.001,-133.262,0.001,-74.383,0.002,39.451,0.003,24.907,-150.0
2.482,0.002,5.825,0.002,13.904,0.001,-160.443,0.001,-102.052,0.002,17.922,0.003,-0.048,-150.0
2.468,0.002,-18.076,0.002,-11.163,0.001,171.873,0.001,-146.333,0.002,-3.228,0.003,-23.295,-150.0
2.454,0.002,-42.251,0.002,-37.203,0.001,145.628,0.001,174.034,0.002,-25.822,0.003,-45.689,-150.0
2.44,0.002,-66.892,0.002,-63.285,0.001,121.427,0.001,149.821,0.002,-51.053,0.003,-68.176,-150.0
2.426,0.002,-91.895,0.002,-88.584,0.001,98.665,0.001,133.105,0.001,-78.882,0.003,-91.631,-150.0
2.413,0.002,-116.942,0.002,-112.791,0.001,76.27,0.001,118.824,0.001,-107.354,0.003,-116.47,-150.0
2.4,0.002,-141.664,0.002,-136.184,0.001,53.079,0.001,104.24,0.002,-133.903,0.003,-142.464,-150.0
2.387,0.002,-165.881,0.002,-159.309,0.001,28.379,0.001,86.607,0.002,-157.814,0.002,-168.779,-150.0
2.374,0.002,170.313,0.002,177.151,0.001,2.202,0.001,61.608,0.002,-179.918,0.002,165.651,-150.0
62.832,5.262,-90.261,4.408,-90.135,0.983,-0.012,0.262,-86.288,0.312,91.686,0.908,179.674,-140.0
42.032,3.437,-90.397,2.873,-90.2,0.962,0.003,0.389,-84.369,0.462,92.535,0.897,179.519,-140.0
31.578,2.496,-90.525,2.079,-90.266,0.931,0.059,0.514,-82.325,0.609,93.433,0.882,179.371,-140.0
25.289,1.912,-90.594,1.584,-90.33,0.89,0.112,0.637,-80.106,0.75,94.413,0.862,179.24,-140.0
21.088,1.506,-90.539,1.239,-90.359,0.837,0.04,0.757,-77.611,0.885,95.536,0.836,179.099,-140.0
18.085,1.201,-90.248,0.981,-90.279,0.773,-0.384,0.876,-74.654,1.011,96.928,0.803,178.918,-140.0
15.83,0.958,-89.616,0.777,-89.976,0.702,-1.432,0.999,-70.884,1.124,98.726,0.764,178.63,-140.0
14.075,0.753,-88.601,0.608,-89.233,0.627,-3.299,1.137,-65.566,1.217,101.05,0.719,178.169,-140.0
12.671,0.575,-87.302,0.461,-87.621,0.554,-5.989,1.314,-56.8,1.278,103.961,0.668,177.526,-140.0
11.521,0.42,-85.994,0.319,-84.734,0.482,-9.342,1.585,-37.902,1.295,107.309,0.612,176.842,-140.0
10.562,0.288,-84.947,0.182,-95.025,0.411,-13.249,1.546,15.769,1.26,110.809,0.542,176.2,-140.0
9.751,0.179,-83.954,0.156,-101.301,0.338,-18.014,0.356,82.945,1.174,114.282,0.473,173.582,-140.0
9.049,0.093,-81.301,0.093,-92.208,0.263,-24.925,0.161,-122.8,1.036,117.734,0.406,171.582,-140.0
8.323,0.019,-50.615,0.028,-53.941,0.182,-40.231,0.293,-96.048,0.804,121.427,0.316,169.375,-140.0
7.759,0.032,64.145,0.038,38.559,0.138,-64.27,0.286,-88.88,0.553,122.089,0.229,167.209,-140.0
7.305,0.051,67.102,0.063,52.833,0.125,-86.891,0.231,-85.176,0.338,115.91,0.15,165.128,-140.0
6.931,0.057,59.238,0.074,54.948,0.117,-101.902,0.161,-82.652,0.192,96.761,0.082,163.935,-140.0
6.614,0.056,46.995,0.074,53.644,0.102,-113.051,0.093,-79.783,0.129,59.922,0.026,170.261,-140.0
6.342,0.053,32.583,0.066,50.377,0.082,-124.123,0.035,-69.665,0.127,25.374,0.02,-46.578,-140.0
6.105,0.049,16.978,0.052,45.631,0.061,-137.908,0.017,53.564,0.135,5.358,0.05,-38.83,-140.0
5.894,0.043,0.22,0.036,39.294,0.043,-157.689,0.049,76.689,0.131,-7.41,0.069,-41.032,-140.0
5.706,0.038,-18.022,0.019,29.302,0.031,173.537,0.07,78.475,0.115,-18.031,0.076,-45.103,-140.0
5.535,0.032,-38.144,0.005,-16.693,0.027,140.458,0.08,77.767,0.092,-29.258,0.074,-50.185,-140.0
5.38,0.027,-60.981,0.012,-130.021,0.027,113.424,0.08,76.398,0.067,-43.805,0.065,-56.137,-140.0
5.238,0.024,-87.238,0.022,-144.509,0.027,93.537,0.073,74.807,0.045,-66.245,0.05,-63.324,-140.0
5.107,0.022,-115.297,0.029,-152.927,0.025,77.36,0.059,73.241,0.032,-101.825,0.033,-73.722,-140.0
4.985,0.021,-142.34,0.031,-160.775,0.022,61.746,0.042,71.926,0.03,-142.163,0.015,-99.036,-140.0
4.872,0.022,-166.28,0.03,-169.314,0.018,44.425,0.024,71.422,0.034,-170.94,0.011,168.961,-140.0
4.767,0.021,172.464,0.027,-179.556,0.014,23.945,0.007,76.329,0.037,170.107,0.022,130.551,-140.0
4.668,0.021,151.611,0.021,166.591,0.01,-4.133,0.008,-121.062,0.037,154.543,0.032,116.521,-140.0
4.575,0.02,131.931,0.015,144.865,0.009,-39.276,0.019,-118.658,0.034,140.84,0.037,105.904,-140.0
4.488,0.018,111.537,0.012,109.544,0.009,-73.128,0.026,-119.962,0.029,127.159,0.038,95.508,-140.0
4.405,0.016,88.536,0.012,68.565,0.01,-100.279,0.029,-122.358,0.022,109.699,0.036,84.07,-140.0
4.327,0.015,63.983,0.014,38.277,0.01,-119.885,0.029,-125.301,0.016,85.465,0.031,70.388,-140.0
4.253,0.013,36.948,0.016,17.063,0.01,-136.529,0.026,-128.082,0.012,47.875,0.025,52.499,-140.0
4.182,0.013,9.618,0.018,0.077,0.009,-152.822,0.022,-130.035,0.012,4.608,0.019,27.319,-140.0
4.115,0.013,-15.463,0.018,-14.998,0.008,-169.991,0.017,-130.022,0.015,-24.447,0.016,-6.23,-140.0
4.051,0.014,-38.435,0.017,-29.957,0.007,169.209,0.012,-125.172,0.017,-43.461,0.017,-41.726,-140.0
3.99,0.014,-59.736,0.015,-46.549,0.005,141.551,0.007,-106.565,0.018,-58.429,0.019,-70.354,-140.0
3.932,0.013,-80.125,0.013,-66.019,0.005,107.573,0.005,-55.72,0.017,-72.168,0.022,-91.219,-140.0
3.876,0.013,-100.751,0.011,-90.082,0.005,75.135,0.007,-15.808,0.015,-86.547,0.024,-107.902,-140.0
3.822,0.012,-122.573,0.01,-119.306,0.005,49.192,0.01,-0.706,0.012,-103.653,0.024,-123.008,-140.0
3.771,0.011,-145.742,0.01,-149.68,0.006,28.61,0.011,7.17,0.01,-126.301,0.022,-138.251,-140.0
3.722,0.011,-170.013,0.01,-176.077,0.006,10.992,0.011,13.202,0.008,-157.734,0.02,-155.253,-140.0
3.674,0.01,165.159,0.011,162.485,0.006,-5.544,0.01,19.798,0.007,164.334,0.017,-175.805,-140.0
3.629,0.01,140.714,0.012,144.085,0.005,-22.392,0.008,29.389,0.008,131.833,0.014,158.443,-140.0
3.584,0.01,117.54,0.011,126.673,0.005,-41.137,0.006,45.437,0.009,108.838,0.013,128.478,-140.0
3.542,0.01,95.808,0.011,108.701,0.004,-64.099,0.005,70.413,0.01,91.917,0.014,99.624,-140.0
3.501,0.01,75.073,0.01,88.881,0.003,-93.261,0.005,97.009,0.011,77.933,0.015,75.371,-140.0
3.461,0.01,54.617,0.008,66.103,0.003,-125.777,0.006,114.827,0.01,64.618,0.016,55.009,-140.0
3.423,0.009,33.67,0.008,40.167,0.003,-154.045,0.006,124.466,0.008,49.796,0.016,36.734,-140.0
3.386,0.009,11.606,0.007,12.751,0.004,-175.824,0.006,129.716,0.007,30.443,0.015,19.034,-140.0
3.35,0.008,-11.821,0.007,-13.487,0.004,166.361,0.005,133.184,0.005,2.105,0.014,0.595,-140.0
3.315,0.008,-36.027,0.008,-36.999,0.004,149.937,0.004,136.924,0.005,-34.837,0.013,-19.752,-140.0
3.282,0.008,-59.993,0.008,-57.946,0.003,132.984,0.003,144.334,0.005,-67.719,0.011,-43.077,-140.0
3.249,0.008,-83.05,0.008,-77.389,0.003,113.812,0.002,166.518,0.006,-91.223,0.01,-69.572,-140.0
