StartDate,ProjectDurationRAO,DowntimeDurationRAO,ProjectDurationSea,DowntimeDurationSea,WorkabilityRAO,WorkabilitySea,Month
1990-01-28 07:00:00,50.520833333333336,9 days 04:30:00,43.72916666666667,2 days 09:30:00,0.8181443298969072,0.9452120057170081,1
2006-01-12 19:00:00,53.854166666666664,12 days 12:30:00,42.354166666666664,1 days 00:30:00,0.767504835589942,0.9758976881455976,1
2001-05-14 21:00:00,45.31250000000001,3 days 23:30:00,41.854166666666664,0 days 12:30:00,0.912183908045977,0.9875559980089597,5
2008-04-03 06:00:00,47.22916666666667,5 days 21:30:00,42.1875,0 days 20:30:00,0.8751654168504632,0.9797530864197531,4
2011-01-28 03:00:00,51.604166666666664,10 days 06:30:00,44.85416666666667,3 days 12:30:00,0.8009689140088817,0.9215048769159313,1
1994-12-28 06:00:00,51.104166666666664,9 days 18:30:00,42.604166666666664,1 days 06:30:00,0.8088055442315532,0.9701711491442543,12
2005-03-26 07:00:00,45.520833333333336,4 days 04:30:00,41.520833333333336,0 days 04:30:00,0.9080091533180779,0.9954841946813848,3
2004-04-18 05:00:00,48.18750000000001,6 days 20:30:00,42.4375,1 days 02:30:00,0.8577604842196282,0.9739813451153657,4
1992-05-03 06:00:00,45.60416666666667,4 days 06:30:00,42.770833333333336,1 days 10:30:00,0.9063499314755596,0.9663906478324403,5
1990-06-22 18:00:00,45.56250000000001,4 days 05:30:00,42.604166666666664,1 days 06:30:00,0.9071787837219936,0.9701711491442543,6
2011-12-31 13:00:00,50.270833333333336,8 days 22:30:00,42.604166666666664,1 days 06:30:00,0.8222130128470784,0.9701711491442543,12
2008-07-14 13:00:00,46.020833333333336,4 days 16:30:00,41.979166666666664,0 days 15:30:00,0.8981439565414214,0.9846153846153847,7
1995-02-22 16:00:00,50.4375,9 days 02:30:00,42.020833333333336,0 days 16:30:00,0.8194960760016522,0.9836390679226574,2
2014-09-12 20:00:00,46.645833333333336,5 days 07:30:00,42.520833333333336,1 days 04:30:00,0.8861098704778919,0.9720725134737873,9
1991-10-12 17:00:00,50.854166666666664,9 days 12:30:00,45.020833333333336,3 days 16:30:00,0.8127816468660385,0.918093475242943,10
2016-07-18 05:00:00,46.85416666666667,5 days 12:30:00,43.43750000000001,2 days 02:30:00,0.8821698532681191,0.951558752997602,7
1999-04-27 15:00:00,47.10416666666667,5 days 18:30:00,42.270833333333336,0 days 22:30:00,0.8774878372401592,0.9778215869886644,4
2005-12-29 00:00:00,48.979166666666664,7 days 15:30:00,43.770833333333336,2 days 10:30:00,0.8438962143768609,0.9443122322703474,12
1993-12-23 17:00:00,49.020833333333336,7 days 16:30:00,43.645833333333336,2 days 07:30:00,0.8431789205269868,0.9470167064439141,12
2015-04-11 23:00:00,48.06250000000001,6 days 17:30:00,42.770833333333336,1 days 10:30:00,0.8599913307325531,0.9663906478324403,4
2011-02-26 03:00:00,47.145833333333336,5 days 19:30:00,42.5625,1 days 05:30:00,0.8767123287671232,0.9711209006363192,2
2010-07-02 15:00:00,45.43750000000001,4 days 02:30:00,43.520833333333336,2 days 04:30:00,0.9096744612563045,0.9497367161321206,7
2001-02-10 06:00:00,48.22916666666667,6 days 21:30:00,42.5625,1 days 05:30:00,0.8570194384449243,0.9711209006363192,2
1991-12-17 11:00:00,50.354166666666664,9 days 00:30:00,44.770833333333336,3 days 10:30:00,0.8208522962350021,0.9232201023731968,12
2010-12-23 15:00:00,49.520833333333336,8 days 04:30:00,43.31250000000001,1 days 23:30:00,0.8346655448043753,0.9543049543049543,12
1991-09-28 16:00:00,51.770833333333336,10 days 10:30:00,44.06250000000001,2 days 17:30:00,0.7983903420523139,0.9380614657210402,9
